id,date,time,co_gt,no2_gt,temperature,humidity,created_at
2047,04/06/2004,15.00.00,2.67031,72.2857,25.8,32.6,2026-01-28 02:46:50
2048,04/06/2004,16.00.00,2.7,71.5714,26.2,32.6,2026-01-28 02:46:50
2049,04/06/2004,17.00.00,3.6,70.8571,28.3,27.5,2026-01-28 02:46:50
2050,04/06/2004,18.00.00,3.3,70.1429,26.5,29.7,2026-01-28 02:46:50
2051,04/06/2004,19.00.00,3.6,69.4286,25.7,31.8,2026-01-28 02:46:50
2052,04/06/2004,20.00.00,2.9,68.7143,24.4,35.2,2026-01-28 02:46:50
2053,04/06/2004,21.00.00,1.9,68.0,23.5,36.9,2026-01-28 02:46:50
2054,04/06/2004,22.00.00,2.0,67.2857,22.4,41.0,2026-01-28 02:46:50
2055,04/06/2004,23.00.00,2.9,66.5714,21.7,44.7,2026-01-28 02:46:50
2056,05/06/2004,00.00.00,2.7,65.8571,21.1,48.1,2026-01-28 02:46:50
2057,05/06/2004,01.00.00,1.5,65.1429,20.7,50.0,2026-01-28 02:46:50
2058,05/06/2004,02.00.00,1.6,64.4286,19.8,53.1,2026-01-28 02:46:50
2059,05/06/2004,03.00.00,1.3,63.7143,19.8,53.6,2026-01-28 02:46:50
2060,05/06/2004,04.00.00,0.7,63.0,19.6,54.8,2026-01-28 02:46:50
2061,05/06/2004,05.00.00,0.7,71.0,19.3,57.3,2026-01-28 02:46:50
2062,05/06/2004,06.00.00,1.2,91.0,19.7,58.4,2026-01-28 02:46:50
2063,05/06/2004,07.00.00,1.5,95.0,19.8,59.4,2026-01-28 02:46:50
2064,05/06/2004,08.00.00,1.5,96.0,20.9,54.8,2026-01-28 02:46:50
2065,05/06/2004,09.00.00,1.6,81.0,22.4,47.9,2026-01-28 02:46:50
2066,05/06/2004,10.00.00,1.1,68.0,24.1,41.3,2026-01-28 02:46:50
2067,05/06/2004,11.00.00,1.1,57.0,25.9,36.9,2026-01-28 02:46:50
2068,05/06/2004,12.00.00,1.4,68.0,30.7,26.0,2026-01-28 02:46:50
2069,05/06/2004,13.00.00,1.4,72.0,30.3,25.2,2026-01-28 02:46:50
2070,05/06/2004,14.00.00,1.0,62.0,30.1,25.4,2026-01-28 02:46:50
2071,05/06/2004,15.00.00,1.3,75.0,27.6,35.1,2026-01-28 02:46:50
2072,05/06/2004,16.00.00,1.9,92.0,26.6,47.6,2026-01-28 02:46:50
2073,05/06/2004,17.00.00,1.7,89.0,30.4,31.3,2026-01-28 02:46:50
2074,05/06/2004,18.00.00,2.3,105.0,27.8,35.0,2026-01-28 02:46:50
2075,05/06/2004,19.00.00,2.4,111.0,26.6,37.9,2026-01-28 02:46:50
2076,05/06/2004,20.00.00,1.8,102.0,23.4,44.4,2026-01-28 02:46:50
2077,05/06/2004,21.00.00,0.6,30.0,23.0,51.1,2026-01-28 02:46:50
2078,05/06/2004,22.00.00,0.8,43.0,22.1,53.5,2026-01-28 02:46:50
2079,05/06/2004,23.00.00,1.7,67.0,21.6,53.6,2026-01-28 02:46:50
2080,06/06/2004,00.00.00,1.1,58.0,21.9,52.7,2026-01-28 02:46:50
2081,06/06/2004,01.00.00,0.6,24.0,21.3,54.9,2026-01-28 02:46:50
2082,06/06/2004,02.00.00,1.1,58.0,17.5,79.1,2026-01-28 02:46:50
2083,06/06/2004,03.00.00,1.1,60.0,17.6,78.6,2026-01-28 02:46:50
2084,06/06/2004,04.00.00,1.0,62.0,17.1,81.8,2026-01-28 02:46:50
2085,06/06/2004,05.00.00,0.5,34.0,16.6,80.2,2026-01-28 02:46:50
2086,06/06/2004,06.00.00,0.7,46.0,16.8,77.4,2026-01-28 02:46:50
2087,06/06/2004,07.00.00,1.0,62.0,18.3,66.5,2026-01-28 02:46:50
2088,06/06/2004,08.00.00,1.2,70.0,20.4,55.8,2026-01-28 02:46:50
2089,06/06/2004,09.00.00,0.7,54.0,21.6,45.3,2026-01-28 02:46:50
2090,06/06/2004,10.00.00,0.9,61.0,23.1,39.4,2026-01-28 02:46:50
2091,06/06/2004,11.00.00,0.8,53.0,25.4,31.6,2026-01-28 02:46:50
2092,06/06/2004,12.00.00,0.8,49.0,26.6,29.0,2026-01-28 02:46:50
2093,06/06/2004,13.00.00,0.5,48.0,25.9,28.8,2026-01-28 02:46:50
2094,06/06/2004,14.00.00,0.5,45.0,27.0,28.0,2026-01-28 02:46:50
2095,06/06/2004,15.00.00,0.7,60.0,23.6,38.1,2026-01-28 02:46:50
2096,06/06/2004,16.00.00,0.9,59.0,25.9,32.0,2026-01-28 02:46:50
2097,06/06/2004,17.00.00,1.0,67.0,26.3,31.5,2026-01-28 02:46:50
2098,06/06/2004,18.00.00,1.2,72.0,23.9,36.8,2026-01-28 02:46:50
2099,06/06/2004,19.00.00,1.3,88.0,23.7,36.8,2026-01-28 02:46:50
2100,06/06/2004,20.00.00,1.6,94.0,22.5,37.8,2026-01-28 02:46:50
2101,06/06/2004,21.00.00,1.4,89.0,21.8,39.2,2026-01-28 02:46:50
2102,06/06/2004,22.00.00,1.7,96.0,20.9,42.6,2026-01-28 02:46:50
2103,06/06/2004,23.00.00,1.7,98.0,20.0,45.6,2026-01-28 02:46:50
2104,07/06/2004,00.00.00,1.4,95.0,19.3,47.9,2026-01-28 02:46:50
2105,07/06/2004,01.00.00,0.8,64.0,18.7,49.0,2026-01-28 02:46:50
2106,07/06/2004,02.00.00,0.4,38.0,17.8,54.1,2026-01-28 02:46:50
2107,07/06/2004,03.00.00,0.3,36.0,18.6,52.7,2026-01-28 02:46:50
2108,07/06/2004,04.00.00,0.4,34.0,17.2,57.9,2026-01-28 02:46:50
2109,07/06/2004,05.00.00,0.5,40.0,18.2,54.1,2026-01-28 02:46:50
2110,07/06/2004,06.00.00,1.5,76.0,17.3,57.6,2026-01-28 02:46:50
2111,07/06/2004,07.00.00,2.6,90.0,19.9,49.4,2026-01-28 02:46:50
2112,07/06/2004,08.00.00,4.3,118.0,21.7,44.2,2026-01-28 02:46:50
2113,07/06/2004,09.00.00,3.1,118.0,23.5,40.0,2026-01-28 02:46:50
2114,07/06/2004,10.00.00,2.9,122.0,28.4,29.7,2026-01-28 02:46:50
2115,07/06/2004,11.00.00,2.5,120.0,31.6,24.1,2026-01-28 02:46:50
2116,07/06/2004,12.00.00,1.9,132.0,31.3,24.1,2026-01-28 02:46:50
2117,07/06/2004,13.00.00,2.5,115.0,34.4,20.4,2026-01-28 02:46:50
2118,07/06/2004,14.00.00,2.5,127.0,33.7,21.3,2026-01-28 02:46:50
2119,07/06/2004,15.00.00,2.8,126.0,35.9,18.9,2026-01-28 02:46:50
2120,07/06/2004,16.00.00,2.3,113.0,34.3,19.4,2026-01-28 02:46:50
2121,07/06/2004,17.00.00,3.3,124.0,33.5,19.9,2026-01-28 02:46:50
2122,07/06/2004,18.00.00,2.8,108.0,30.5,24.2,2026-01-28 02:46:50
2123,07/06/2004,19.00.00,4.8,142.0,30.3,26.2,2026-01-28 02:46:50
2124,07/06/2004,20.00.00,2.5,125.0,27.0,36.7,2026-01-28 02:46:50
2125,07/06/2004,21.00.00,2.0,116.0,24.6,41.9,2026-01-28 02:46:50
2126,07/06/2004,22.00.00,1.8,101.0,23.3,44.5,2026-01-28 02:46:50
2127,07/06/2004,23.00.00,1.7,101.0,22.4,46.9,2026-01-28 02:46:50
2128,08/06/2004,00.00.00,1.3,92.0,21.7,50.8,2026-01-28 02:46:50
2129,08/06/2004,01.00.00,0.7,55.0,21.0,51.9,2026-01-28 02:46:50
2130,08/06/2004,02.00.00,0.5,42.0,20.5,54.3,2026-01-28 02:46:50
2131,08/06/2004,03.00.00,0.4,36.0,20.9,52.5,2026-01-28 02:46:50
2132,08/06/2004,04.00.00,0.3,30.0,21.0,53.1,2026-01-28 02:46:50
2133,08/06/2004,05.00.00,0.5,40.0,19.6,57.1,2026-01-28 02:46:50
2134,08/06/2004,06.00.00,1.4,69.0,18.2,62.3,2026-01-28 02:46:50
2135,08/06/2004,07.00.00,3.3,100.0,19.5,57.7,2026-01-28 02:46:50
2136,08/06/2004,08.00.00,5.8,125.0,21.6,51.7,2026-01-28 02:46:50
2137,08/06/2004,09.00.00,5.0,174.0,23.9,44.4,2026-01-28 02:46:50
2138,08/06/2004,10.00.00,3.5,171.0,28.1,35.2,2026-01-28 02:46:50
2139,08/06/2004,11.00.00,2.9,149.0,31.4,28.6,2026-01-28 02:46:50
2140,08/06/2004,12.00.00,2.5,124.0,33.7,25.5,2026-01-28 02:46:50
2141,08/06/2004,13.00.00,2.3,119.0,35.9,20.8,2026-01-28 02:46:50
2142,08/06/2004,14.00.00,2.4,130.0,37.5,18.1,2026-01-28 02:46:50
2143,08/06/2004,15.00.00,2.6,143.0,37.7,17.7,2026-01-28 02:46:50
2144,08/06/2004,16.00.00,2.2,163.0,37.8,17.4,2026-01-28 02:46:50
2145,08/06/2004,17.00.00,3.5,183.0,36.6,20.6,2026-01-28 02:46:50
2146,08/06/2004,18.00.00,3.9,161.0,32.5,26.0,2026-01-28 02:46:50
2147,08/06/2004,19.00.00,4.5,170.0,30.8,27.2,2026-01-28 02:46:50
2148,08/06/2004,20.00.00,3.8,143.0,28.8,30.2,2026-01-28 02:46:50
2149,08/06/2004,21.00.00,2.8,123.0,26.7,35.4,2026-01-28 02:46:50
2150,08/06/2004,22.00.00,1.7,89.0,25.3,40.7,2026-01-28 02:46:50
2151,08/06/2004,23.00.00,1.2,67.0,24.9,41.2,2026-01-28 02:46:50
2152,09/06/2004,00.00.00,1.6,81.0,23.7,45.1,2026-01-28 02:46:50
2153,09/06/2004,01.00.00,1.0,54.0,22.5,49.0,2026-01-28 02:46:50
2154,09/06/2004,02.00.00,0.9,57.0,22.3,50.6,2026-01-28 02:46:50
2155,09/06/2004,03.00.00,0.5,54.0,22.0,50.5,2026-01-28 02:46:50
2156,09/06/2004,04.00.00,0.5,51.0,20.8,54.4,2026-01-28 02:46:50
2157,09/06/2004,05.00.00,0.5,58.0,20.3,56.0,2026-01-28 02:46:50
2158,09/06/2004,06.00.00,1.0,69.0,20.5,54.8,2026-01-28 02:46:50
2159,09/06/2004,07.00.00,3.5,107.0,21.7,50.6,2026-01-28 02:46:50
2160,09/06/2004,08.00.00,6.4,151.0,23.4,46.1,2026-01-28 02:46:50
2161,09/06/2004,09.00.00,2.9,146.0,25.1,43.0,2026-01-28 02:46:50
2162,09/06/2004,10.00.00,3.4,165.0,30.1,32.8,2026-01-28 02:46:50
2163,09/06/2004,11.00.00,2.8,159.0,34.7,25.9,2026-01-28 02:46:50
2164,09/06/2004,12.00.00,2.8,174.0,37.2,23.2,2026-01-28 02:46:50
2165,09/06/2004,13.00.00,2.8,167.0,39.5,18.3,2026-01-28 02:46:50
2166,09/06/2004,14.00.00,2.3,137.0,40.6,15.3,2026-01-28 02:46:50
2167,09/06/2004,15.00.00,1.8,116.0,40.3,16.1,2026-01-28 02:46:50
2168,09/06/2004,16.00.00,2.0,125.0,40.3,14.2,2026-01-28 02:46:50
2169,09/06/2004,17.00.00,3.5,194.0,39.6,16.7,2026-01-28 02:46:50
2170,09/06/2004,18.00.00,4.9,222.0,37.3,23.4,2026-01-28 02:46:50
2171,09/06/2004,19.00.00,4.6,206.0,33.7,27.7,2026-01-28 02:46:50
2172,09/06/2004,20.00.00,3.4,162.0,30.7,32.2,2026-01-28 02:46:50
2173,09/06/2004,21.00.00,2.7,132.0,28.4,35.7,2026-01-28 02:46:50
2174,09/06/2004,22.00.00,1.9,107.0,26.5,38.6,2026-01-28 02:46:50
2175,09/06/2004,23.00.00,1.5,84.0,25.4,40.1,2026-01-28 02:46:50
2176,10/06/2004,00.00.00,1.0,61.0,24.1,43.3,2026-01-28 02:46:50
2177,10/06/2004,01.00.00,0.7,42.0,23.9,45.6,2026-01-28 02:46:50
2178,10/06/2004,02.00.00,1.0,66.0,22.0,52.8,2026-01-28 02:46:50
2179,10/06/2004,03.00.00,0.6,58.0,20.7,56.1,2026-01-28 02:46:50
2180,10/06/2004,04.00.00,0.75,50.0,20.1,57.3,2026-01-28 02:46:50
2181,10/06/2004,05.00.00,0.9,76.0,19.5,59.4,2026-01-28 02:46:50
2182,10/06/2004,06.00.00,1.2,78.0,20.0,56.6,2026-01-28 02:46:50
2183,10/06/2004,07.00.00,2.9,104.0,21.7,53.9,2026-01-28 02:46:50
2184,10/06/2004,08.00.00,4.8,139.0,23.7,49.0,2026-01-28 02:46:50
2185,10/06/2004,09.00.00,4.3,166.0,25.9,44.3,2026-01-28 02:46:50
2186,10/06/2004,10.00.00,3.1,151.0,30.1,34.3,2026-01-28 02:46:50
2187,10/06/2004,11.00.00,2.4,134.0,33.5,27.2,2026-01-28 02:46:50
2188,10/06/2004,12.00.00,2.8,148.0,35.4,26.1,2026-01-28 02:46:50
2189,10/06/2004,13.00.00,2.5,126.0,37.9,23.2,2026-01-28 02:46:50
2190,10/06/2004,14.00.00,2.6,144.0,39.7,18.7,2026-01-28 02:46:50
2191,10/06/2004,15.00.00,2.3,133.0,40.4,17.2,2026-01-28 02:46:50
2192,10/06/2004,16.00.00,2.4,139.0,40.0,18.8,2026-01-28 02:46:50
2193,10/06/2004,17.00.00,3.5,178.0,38.9,18.8,2026-01-28 02:46:50
2194,10/06/2004,18.00.00,4.8,206.0,35.8,22.1,2026-01-28 02:46:50
2195,10/06/2004,19.00.00,5.1,211.0,33.1,25.9,2026-01-28 02:46:50
2196,10/06/2004,20.00.00,4.7,180.0,30.9,28.2,2026-01-28 02:46:50
2197,10/06/2004,21.00.00,2.4,116.0,27.5,32.6,2026-01-28 02:46:50
2198,10/06/2004,22.00.00,2.5,118.0,26.3,34.3,2026-01-28 02:46:50
2199,10/06/2004,23.00.00,2.7,115.0,25.5,34.1,2026-01-28 02:46:50
2200,11/06/2004,00.00.00,1.5,96.0,24.7,39.3,2026-01-28 02:46:50
2201,11/06/2004,01.00.00,1.1,86.0,24.2,39.5,2026-01-28 02:46:50
2202,11/06/2004,02.00.00,0.6,65.0,24.8,37.8,2026-01-28 02:46:50
2203,11/06/2004,03.00.00,0.5,59.0,22.7,43.8,2026-01-28 02:46:50
2204,11/06/2004,04.00.00,0.4,53.0,22.0,44.3,2026-01-28 02:46:50
2205,11/06/2004,05.00.00,0.6,74.0,19.3,51.4,2026-01-28 02:46:50
2206,11/06/2004,06.00.00,1.0,69.0,19.8,50.4,2026-01-28 02:46:50
2207,11/06/2004,07.00.00,4.6,131.0,20.5,48.2,2026-01-28 02:46:50
2208,11/06/2004,08.00.00,4.8,134.0,22.8,42.7,2026-01-28 02:46:50
2209,11/06/2004,09.00.00,4.0,148.0,25.6,35.8,2026-01-28 02:46:50
2210,11/06/2004,10.00.00,3.0,135.667,30.0,27.5,2026-01-28 02:46:50
2211,11/06/2004,11.00.00,2.0,123.333,34.4,21.0,2026-01-28 02:46:50
2212,11/06/2004,12.00.00,2.0,111.0,35.9,19.6,2026-01-28 02:46:50
2213,11/06/2004,13.00.00,2.0,110.0,37.2,18.2,2026-01-28 02:46:50
2214,11/06/2004,14.00.00,1.9,110.0,37.3,16.6,2026-01-28 02:46:50
2215,11/06/2004,15.00.00,1.9,116.0,37.4,14.9,2026-01-28 02:46:50
2216,11/06/2004,16.00.00,1.9,120.0,36.4,15.1,2026-01-28 02:46:50
2217,11/06/2004,17.00.00,2.6,142.0,35.4,14.7,2026-01-28 02:46:50
2218,11/06/2004,18.00.00,3.2,146.0,34.2,14.2,2026-01-28 02:46:50
2219,11/06/2004,19.00.00,3.4,153.0,31.1,18.7,2026-01-28 02:46:50
2220,11/06/2004,20.00.00,3.4,158.0,29.1,22.0,2026-01-28 02:46:50
2221,11/06/2004,21.00.00,2.9,140.0,27.2,22.5,2026-01-28 02:46:50
2222,11/06/2004,22.00.00,2.7,127.0,25.3,24.6,2026-01-28 02:46:50
2223,11/06/2004,23.00.00,1.3,97.0,24.9,27.2,2026-01-28 02:46:50
2224,12/06/2004,00.00.00,1.3,91.0,23.5,32.2,2026-01-28 02:46:50
2225,12/06/2004,01.00.00,0.9,68.0,23.5,32.7,2026-01-28 02:46:50
2226,12/06/2004,02.00.00,0.6,52.0,24.1,32.0,2026-01-28 02:46:50
2227,12/06/2004,03.00.00,0.5,55.0,22.6,34.8,2026-01-28 02:46:50
2228,12/06/2004,04.00.00,0.5,58.0,20.8,40.2,2026-01-28 02:46:50
2229,12/06/2004,05.00.00,0.9,78.0,18.8,46.6,2026-01-28 02:46:50
2230,12/06/2004,06.00.00,0.7,61.0,19.8,46.0,2026-01-28 02:46:50
2231,12/06/2004,07.00.00,0.6,64.0,21.3,42.3,2026-01-28 02:46:50
2232,12/06/2004,08.00.00,1.3,81.0,21.3,41.8,2026-01-28 02:46:50
2233,12/06/2004,09.00.00,1.9,92.0,24.0,36.6,2026-01-28 02:46:50
2234,12/06/2004,10.00.00,2.1,101.0,27.2,30.7,2026-01-28 02:46:50
2235,12/06/2004,11.00.00,1.8,96.0,32.3,23.6,2026-01-28 02:46:50
2236,12/06/2004,12.00.00,1.8,101.0,31.9,25.8,2026-01-28 02:46:50
2237,12/06/2004,13.00.00,1.6,91.0,35.1,21.8,2026-01-28 02:46:50
2238,12/06/2004,14.00.00,1.2,68.0,36.0,20.5,2026-01-28 02:46:50
2239,12/06/2004,15.00.00,1.2,76.0,37.0,20.1,2026-01-28 02:46:50
2240,12/06/2004,16.00.00,1.4,84.0,36.4,21.0,2026-01-28 02:46:50
2241,12/06/2004,17.00.00,1.3,76.0,35.2,22.6,2026-01-28 02:46:50
2242,12/06/2004,18.00.00,1.1,61.0,32.5,27.6,2026-01-28 02:46:50
2243,12/06/2004,19.00.00,1.1,52.0,29.1,35.1,2026-01-28 02:46:50
2244,12/06/2004,20.00.00,1.1,59.0,26.9,39.7,2026-01-28 02:46:50
2245,12/06/2004,21.00.00,1.8,89.0,26.1,42.2,2026-01-28 02:46:50
2246,12/06/2004,22.00.00,2.3,113.0,25.5,43.8,2026-01-28 02:46:50
2247,12/06/2004,23.00.00,2.6,112.0,24.9,45.6,2026-01-28 02:46:50
2248,13/06/2004,00.00.00,2.0,89.0,25.2,45.2,2026-01-28 02:46:50
2249,13/06/2004,01.00.00,1.0,53.0,25.4,45.5,2026-01-28 02:46:50
2250,13/06/2004,02.00.00,0.6,36.0,26.2,43.6,2026-01-28 02:46:50
2251,13/06/2004,03.00.00,0.6,37.5,24.3,48.2,2026-01-28 02:46:50
2252,13/06/2004,04.00.00,0.5,39.0,24.4,48.3,2026-01-28 02:46:50
2253,13/06/2004,05.00.00,0.4,33.0,23.3,51.0,2026-01-28 02:46:50
2254,13/06/2004,06.00.00,0.4,37.0,21.6,48.1,2026-01-28 02:46:50
2255,13/06/2004,07.00.00,0.4,36.0,21.4,47.8,2026-01-28 02:46:50
2256,13/06/2004,08.00.00,0.4,42.0,20.5,46.8,2026-01-28 02:46:50
2257,13/06/2004,09.00.00,0.5,52.0,20.8,40.7,2026-01-28 02:46:50
2258,13/06/2004,10.00.00,0.6,60.0,22.3,35.3,2026-01-28 02:46:50
2259,13/06/2004,11.00.00,0.7,74.0,21.7,38.3,2026-01-28 02:46:50
2260,13/06/2004,12.00.00,0.7,65.0,24.4,29.6,2026-01-28 02:46:50
2261,13/06/2004,13.00.00,0.6,52.0,23.4,34.9,2026-01-28 02:46:50
2262,13/06/2004,14.00.00,0.5,40.0,23.5,35.2,2026-01-28 02:46:50
2263,13/06/2004,15.00.00,0.6,49.0,22.4,39.0,2026-01-28 02:46:50
2264,13/06/2004,16.00.00,0.8,56.0,22.0,41.7,2026-01-28 02:46:50
2265,13/06/2004,17.00.00,0.8,59.0,21.7,42.7,2026-01-28 02:46:50
2266,13/06/2004,18.00.00,1.0,68.0,20.7,43.4,2026-01-28 02:46:50
2267,13/06/2004,19.00.00,1.0,72.0,20.3,42.6,2026-01-28 02:46:50
2268,13/06/2004,20.00.00,1.0,78.0,20.3,44.1,2026-01-28 02:46:50
2269,13/06/2004,21.00.00,0.9,71.0,20.1,45.2,2026-01-28 02:46:50
2270,13/06/2004,22.00.00,0.7,54.0,19.8,45.7,2026-01-28 02:46:50
2271,13/06/2004,23.00.00,0.8,57.0,19.6,45.3,2026-01-28 02:46:50
2272,14/06/2004,00.00.00,0.7,45.0,19.4,45.9,2026-01-28 02:46:50
2273,14/06/2004,01.00.00,0.5,30.0,19.7,44.8,2026-01-28 02:46:50
2274,14/06/2004,02.00.00,0.3,16.0,19.5,46.3,2026-01-28 02:46:50
2275,14/06/2004,03.00.00,0.3,17.0,19.0,49.0,2026-01-28 02:46:50
2276,14/06/2004,04.00.00,0.3,18.0,19.1,50.7,2026-01-28 02:46:50
2277,14/06/2004,05.00.00,0.3,28.0,19.1,52.7,2026-01-28 02:46:50
2278,14/06/2004,06.00.00,0.7,62.0,20.3,49.3,2026-01-28 02:46:50
2279,14/06/2004,07.00.00,1.5,92.0,21.1,46.2,2026-01-28 02:46:50
2280,14/06/2004,08.00.00,1.8,96.0,21.5,44.5,2026-01-28 02:46:50
2281,14/06/2004,09.00.00,1.4,87.0,22.4,43.6,2026-01-28 02:46:50
2282,14/06/2004,10.00.00,1.5,84.0,24.8,39.1,2026-01-28 02:46:50
2283,14/06/2004,11.00.00,1.2,73.0,23.9,42.1,2026-01-28 02:46:50
2284,14/06/2004,12.00.00,1.2,72.0,25.5,38.3,2026-01-28 02:46:50
2285,14/06/2004,13.00.00,1.3,68.0,25.4,39.2,2026-01-28 02:46:50
2286,14/06/2004,14.00.00,1.0,62.0,25.6,37.0,2026-01-28 02:46:50
2287,14/06/2004,15.00.00,1.4,70.0,24.5,38.4,2026-01-28 02:46:50
2288,14/06/2004,16.00.00,1.6,83.0,23.9,39.9,2026-01-28 02:46:50
2289,14/06/2004,17.00.00,2.7,92.0,24.2,39.2,2026-01-28 02:46:50
2290,14/06/2004,18.00.00,2.3,103.0,23.5,41.2,2026-01-28 02:46:50
2291,14/06/2004,19.00.00,1.5,82.0,22.3,44.9,2026-01-28 02:46:50
2292,14/06/2004,20.00.00,1.4,74.0,21.7,46.5,2026-01-28 02:46:50
2293,14/06/2004,21.00.00,1.0,67.0,22.0,44.9,2026-01-28 02:46:50
2294,14/06/2004,22.00.00,1.1,74.0,22.2,44.1,2026-01-28 02:46:50
2295,14/06/2004,23.00.00,1.2,72.0,21.8,45.6,2026-01-28 02:46:50
2296,15/06/2004,00.00.00,1.2,79.0,21.6,46.0,2026-01-28 02:46:50
2297,15/06/2004,01.00.00,0.7,43.0,21.6,45.8,2026-01-28 02:46:50
2298,15/06/2004,02.00.00,0.5,33.0,20.7,48.3,2026-01-28 02:46:50
2299,15/06/2004,03.00.00,0.4,35.5,21.0,47.1,2026-01-28 02:46:50
2300,15/06/2004,04.00.00,0.4,38.0,20.8,48.5,2026-01-28 02:46:50
2301,15/06/2004,05.00.00,0.5,51.0,20.8,49.4,2026-01-28 02:46:50
2302,15/06/2004,06.00.00,1.0,69.0,19.9,51.8,2026-01-28 02:46:50
2303,15/06/2004,07.00.00,4.4,116.0,20.9,49.3,2026-01-28 02:46:50
2304,15/06/2004,08.00.00,4.0,119.0,23.7,39.9,2026-01-28 02:46:50
2305,15/06/2004,09.00.00,2.4,96.0,25.3,35.8,2026-01-28 02:46:50
2306,15/06/2004,10.00.00,2.1,109.0,28.8,29.1,2026-01-28 02:46:50
2307,15/06/2004,11.00.00,2.7,115.0,30.3,26.9,2026-01-28 02:46:50
2308,15/06/2004,12.00.00,2.8,118.0,32.8,23.3,2026-01-28 02:46:50
2309,15/06/2004,13.00.00,2.3,118.0,33.9,21.4,2026-01-28 02:46:50
2310,15/06/2004,14.00.00,2.0,112.0,35.3,19.6,2026-01-28 02:46:50
2311,15/06/2004,15.00.00,2.6,140.0,34.0,20.8,2026-01-28 02:46:50
2312,15/06/2004,16.00.00,2.7,137.0,35.3,18.8,2026-01-28 02:46:50
2313,15/06/2004,17.00.00,3.1,143.0,32.6,24.1,2026-01-28 02:46:50
2314,15/06/2004,18.00.00,3.1,148.0,30.8,28.7,2026-01-28 02:46:50
2315,15/06/2004,19.00.00,3.6,158.0,28.7,31.2,2026-01-28 02:46:50
2316,15/06/2004,20.00.00,2.9,127.0,26.8,35.1,2026-01-28 02:46:50
2317,15/06/2004,21.00.00,2.2,109.0,25.3,39.4,2026-01-28 02:46:50
2318,15/06/2004,22.00.00,2.0,101.0,23.9,40.9,2026-01-28 02:46:50
2319,15/06/2004,23.00.00,2.1,114.0,23.0,44.4,2026-01-28 02:46:50
2320,16/06/2004,00.00.00,1.9,104.0,22.2,53.9,2026-01-28 02:46:50
2321,16/06/2004,01.00.00,1.4,81.0,20.9,59.8,2026-01-28 02:46:50
2322,16/06/2004,02.00.00,0.8,51.0,21.3,58.1,2026-01-28 02:46:50
2323,16/06/2004,03.00.00,0.6,45.5,20.8,58.4,2026-01-28 02:46:50
2324,16/06/2004,04.00.00,0.6,40.0,20.3,58.9,2026-01-28 02:46:50
2325,16/06/2004,05.00.00,0.5,34.0,21.3,54.5,2026-01-28 02:46:50
2326,16/06/2004,06.00.00,1.0,61.0,20.6,57.4,2026-01-28 02:46:50
2327,16/06/2004,07.00.00,2.7,95.0,21.3,56.9,2026-01-28 02:46:50
2328,16/06/2004,08.00.00,5.0,142.0,22.9,52.4,2026-01-28 02:46:50
2329,16/06/2004,09.00.00,3.3,128.0,24.1,46.5,2026-01-28 02:46:50
2330,16/06/2004,10.00.00,2.4,115.0,27.1,38.8,2026-01-28 02:46:50
2331,16/06/2004,11.00.00,1.7,84.0,28.4,34.4,2026-01-28 02:46:50
2332,16/06/2004,12.00.00,1.7,85.0,30.1,30.9,2026-01-28 02:46:50
2333,16/06/2004,13.00.00,2.4,110.0,32.7,25.8,2026-01-28 02:46:50
2334,16/06/2004,14.00.00,2.2,107.0,32.4,25.7,2026-01-28 02:46:50
2335,16/06/2004,15.00.00,2.2,107.0,33.6,24.4,2026-01-28 02:46:50
2336,16/06/2004,16.00.00,2.3,113.0,33.0,26.0,2026-01-28 02:46:50
2337,16/06/2004,17.00.00,2.6,107.0,33.2,23.7,2026-01-28 02:46:50
2338,16/06/2004,18.00.00,2.3,106.0,31.3,25.4,2026-01-28 02:46:50
2339,16/06/2004,19.00.00,3.3,125.0,28.3,31.7,2026-01-28 02:46:50
2340,16/06/2004,20.00.00,3.5,139.0,26.5,35.0,2026-01-28 02:46:50
2341,16/06/2004,21.00.00,2.5,117.0,24.4,40.0,2026-01-28 02:46:50
2342,16/06/2004,22.00.00,2.5,107.0,23.3,43.4,2026-01-28 02:46:50
2343,16/06/2004,23.00.00,2.4,98.0,22.5,45.3,2026-01-28 02:46:50
2344,17/06/2004,00.00.00,2.5,97.0,21.8,47.8,2026-01-28 02:46:50
2345,17/06/2004,01.00.00,2.1,95.0,20.9,51.0,2026-01-28 02:46:50
2346,17/06/2004,02.00.00,1.0,68.0,20.8,51.7,2026-01-28 02:46:50
2347,17/06/2004,03.00.00,0.8,59.5,19.3,57.1,2026-01-28 02:46:50
2348,17/06/2004,04.00.00,0.65,51.0,18.8,58.6,2026-01-28 02:46:50
2349,17/06/2004,05.00.00,0.5,44.0,20.2,53.8,2026-01-28 02:46:50
2350,17/06/2004,06.00.00,1.3,77.0,18.3,60.8,2026-01-28 02:46:50
2351,17/06/2004,07.00.00,3.6,100.0,20.2,54.5,2026-01-28 02:46:50
2352,17/06/2004,08.00.00,4.8,125.0,21.9,49.9,2026-01-28 02:46:50
2353,17/06/2004,09.00.00,3.7,154.0,25.2,43.0,2026-01-28 02:46:50
2354,17/06/2004,10.00.00,1.9,125.0,28.0,36.6,2026-01-28 02:46:50
2355,17/06/2004,11.00.00,1.7,117.0,27.1,38.3,2026-01-28 02:46:50
2356,17/06/2004,12.00.00,1.9,105.0,27.4,37.0,2026-01-28 02:46:50
